"ICD10Code","ICD10Description","Comorbidity"
"S06.1X3A","Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.1X3D","Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.1X3S","Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.1X4A","Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.1X4D","Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.1X4S","Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.1X5A","Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.1X5D","Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.1X5S","Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.1X6A","Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.1X6D","Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.1X6S","Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.1X7A","Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.1X7D","Traumatic Cerebral Edema with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.1X7S","Traumatic Cerebral Edema with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.1X8A","Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.1X8D","Traumatic Cerebral Edema with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.1X8S","Traumatic Cerebral Edema with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.1X9A","Traumatic cerebral edema with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.1X9D","Traumatic cerebral edema with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.1X9S","Traumatic cerebral edema with loss of consciousness of unspecified duration, sequela","TBI"
"S06.2X0A","Diffuse traumatic brain injury without loss of consciousness, initial encounter","TBI"
"S06.2X0D","Diffuse traumatic brain injury without loss of consciousness, subsequent encounter","TBI"
"S06.2X0S","Diffuse traumatic brain injury without loss of consciousness, sequela","TBI"
"S06.2X1A","Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.2X1D","Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.2X1S","Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.2X2A","Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.2X2D","Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.2X2S","Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.2X3A","Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.2X3D","Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.2X3S","Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.2X4A","Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.2X4D","Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.2X4S","Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.2X5A","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, initial encounter","TBI"
"S06.2X5D","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, subsequent encounter","TBI"
"S06.2X5S","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, sequela","TBI"
"S06.2X6A","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.2X6D","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.2X6S","Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.2X7A","Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.2X7D","Diffuse Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.2X7S","Diffuse Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.2X8A","Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.2X8D","Diffuse Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.2X8S","Diffuse Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.2X9A","Diffuse traumatic brain injury with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.2X9D","Diffuse traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.2X9S","Diffuse traumatic brain injury with loss of consciousness of unspecified duration, sequela","TBI"
"S06.300A","Unspecified focal traumatic brain injury without loss of consciousness, initial encounter","TBI"
"S06.300D","Unspecified focal traumatic brain injury without loss of consciousness, subsequent encounter","TBI"
"S06.300S","Unspecified focal traumatic brain injury without loss of consciousness, sequela","TBI"
"S06.301A","Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.301D","Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.301S","Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.302A","Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.302D","Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.302S","Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.303A","Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.303D","Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.303S","Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.304A","Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.304D","Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.304S","Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.305A","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.305D","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.305S","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.306A","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.306D","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.306S","Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.307A","Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.307D","Unspecified Focal Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.307S","Unspecified Focal Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.308A","Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.308D","Unspecified Focal Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.308S","Unspecified Focal Traumatic Brain Injury with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.309A","Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.309D","Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.309S","Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, sequela","TBI"
"S06.310A","Contusion and laceration of right cerebrum without loss of consciousness, initial encounter","TBI"
"S06.310D","Contusion and laceration of right cerebrum without loss of consciousness, subsequent encounter","TBI"
"S06.310S","Contusion and laceration of right cerebrum without loss of consciousness, sequela","TBI"
"S06.311A","Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.311D","Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.311S","Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.312A","Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.312D","Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.312S","Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.313A","Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.313D","Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.313S","Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.314A","Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.314D","Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.314S","Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.315A","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.315D","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.315S","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.316A","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.316D","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.316S","Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.317A","Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.317D","Contusion and Laceration of right Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.317S","Contusion and Laceration of right Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.318A","Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.318D","Contusion and Laceration of right Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.318S","Contusion and Laceration of right Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.319A","Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.319D","Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.319S","Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, sequela","TBI"
"S06.320A","Contusion and laceration of left cerebrum without loss of consciousness, initial encounter","TBI"
"S06.320D","Contusion and laceration of left cerebrum without loss of consciousness, subsequent encounter","TBI"
"S06.320S","Contusion and laceration of left cerebrum without loss of consciousness, sequela","TBI"
"S06.321A","Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.321D","Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.321S","Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.322A","Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.322D","Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.322S","Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.323A","Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.323D","Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.323S","Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.324A","Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.324D","Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.324S","Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.325A","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.325D","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.325S","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.326A","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.326D","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.326S","Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.327A","Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.327D","Contusion and Laceration of left Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.327S","Contusion and Laceration of left Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.328A","Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.328D","Contusion and Laceration of left Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.328S","Contusion and Laceration of left Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.329A","Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.329D","Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.329S","Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, sequela","TBI"
"S06.330A","Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter","TBI"
"S06.330D","Contusion and laceration of cerebrum, unspecified, without loss of consciousness, subsequent encounter","TBI"
"S06.330S","Contusion and laceration of cerebrum, unspecified, without loss of consciousness, sequela","TBI"
"S06.331A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.331D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.331S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.332A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.332D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.332S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.333A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","TBI"
"S06.333D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.333S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","TBI"
"S06.334A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.334D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.334S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.335A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.335D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.335S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.336A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.336D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.336S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.337A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.337D","Contusion and Laceration of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.337S","Contusion and Laceration of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.338A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.338D","Contusion and Laceration of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.338S","Contusion and Laceration of Cerebrum, unspecified, with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.339A","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.339D","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.339S","Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, sequela","TBI"
"S06.340A","Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter","TBI"
"S06.340D","Traumatic hemorrhage of right cerebrum without loss of consciousness, subsequent encounter","TBI"
"S06.340S","Traumatic hemorrhage of right cerebrum without loss of consciousness, sequela","TBI"
"S06.341A","Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.341D","Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.341S","Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.342A","Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.342D","Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.342S","Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.343A","Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter","TBI"
"S06.343D","Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.343S","Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, sequela","TBI"
"S06.344A","Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.344D","Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.344S","Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.345A","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.345D","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.345S","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.346A","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.346D","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.346S","Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.347A","Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.347D","Traumatic Hemorrhage of right Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.347S","Traumatic Hemorrhage of right Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.348A","Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.348D","Traumatic Hemorrhage of right Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.348S","Traumatic Hemorrhage of right Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.349A","Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.349D","Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.349S","Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, sequela","TBI"
"S06.350A","Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter","TBI"
"S06.350D","Traumatic hemorrhage of left cerebrum without loss of consciousness, subsequent encounter","TBI"
"S06.350S","Traumatic hemorrhage of left cerebrum without loss of consciousness, sequela","TBI"
"S06.351A","Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter","TBI"
"S06.351D","Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter","TBI"
"S06.351S","Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, sequela","TBI"
"S06.352A","Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter","TBI"
"S06.352D","Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","TBI"
"S06.352S","Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela","TBI"
"S06.353A","Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter","TBI"
"S06.353D","Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, subsequent encounter","TBI"
"S06.353S","Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, sequela","TBI"
"S06.354A","Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter","TBI"
"S06.354D","Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter","TBI"
"S06.354S","Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela","TBI"
"S06.355A","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","TBI"
"S06.355D","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","TBI"
"S06.355S","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","TBI"
"S06.356A","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","TBI"
"S06.356D","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","TBI"
"S06.356S","Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","TBI"
"S06.357A","Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","TBI"
"S06.357D","Traumatic Hemorrhage of left Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.357S","Traumatic Hemorrhage of left Cerebrum with Loss of Consciousness of any Duration with Death due to Brain Injury Prior to Regaining Consciousness, Sequela","TBI"
"S06.358A","Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","TBI"
"S06.358D","Traumatic Hemorrhage of left Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Subsequent Encounter","TBI"
"S06.358S","Traumatic Hemorrhage of left Cerebrum with Loss of Consciousness of any Duration with Death due to other Cause Prior to Regaining Consciousness, Sequela","TBI"
"S06.359A","Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, initial encounter","TBI"
"S06.359D","Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, subsequent encounter","TBI"
"S06.359S","Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, sequela","TBI"
"S06.360A","Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, initial encounter","TBI"
