"ICD9Code","ICD9Description","Comorbidity"
"804.94","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.95","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"804.96","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS","TBI"
"804.99","OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH","TBI"
"873.0","OPEN WOUND OF SCALP, WITHOUT MENTION OF COMPLICATION","TBI"
"873.1","OPEN WOUND OF SCALP, COMPLICATED","TBI"
"873.20","OPEN WOUND OF NOSE, UNSPECIFIED SITE, UNCOMPLICATED","TBI"
"873.21","OPEN WOUND OF NASAL SEPTUM, UNCOMPLICATED","TBI"
"873.22","OPEN WOUND OF NASAL CAVITY, UNCOMPLICATED","TBI"
"873.23","OPEN WOUND OF NASAL SINUS, UNCOMPLICATED","TBI"
"873.29","OPEN WOUND OF MULTIPLE SITES, UNCOMPLICATED","TBI"
"873.30","OPEN WOUND OF NOSE, UNSPECIFIED SITE, COMPLICATED","TBI"
"873.31","OPEN WOUND OF NASAL SEPTUM, COMPLICATED","TBI"
"873.32","OPEN WOUND OF NASAL CAVITY, COMPLICATED","TBI"
"873.33","OPEN WOUND OF NASAL SINUS, COMPLICATED","TBI"
"873.39","OPEN WOUND OF MULTIPLE SITES, COMPLICATED","TBI"
"873.40","OPEN WOUND OF FACE, UNSPECIFIED SITE, UNCOMPLICATED","TBI"
"873.41","OPEN WOUND OF CHEEK, UNCOMPLICATED","TBI"
"873.42","OPEN WOUND OF FOREHEAD, UNCOMPLICATED","TBI"
"873.43","OPEN WOUND OF LIP, UNCOMPLICATED","TBI"
"873.44","OPEN WOUND OF JAW, UNCOMPLICATED","TBI"
"873.49","OPEN WOUND OF OTHER AND MULTIPLE SITES, UNCOMPLICATED","TBI"
"873.50","OPEN WOUND OF FACE, UNSPECIFIED SITE, COMPLICATED","TBI"
"873.51","OPEN WOUND OF CHEEK, COMPLICATED","TBI"
"873.52","OPEN WOUND OF FOREHEAD, COMPLICATED","TBI"
"873.53","OPEN WOUND OF LIP, COMPLICATED","TBI"
"873.54","OPEN WOUND OF JAW, COMPLICATED","TBI"
"873.59","OPEN WOUND OF OTHER AND MULTIPLE SITES, COMPLICATED","TBI"
"873.60","OPEN WOUND OF MOUTH, UNSPECIFIED SITE, UNCOMPLICATED","TBI"
"873.61","OPEN WOUND OF BUCCAL MUCOSA, UNCOMPLICATED","TBI"
"873.62","OPEN WOUND OF GUM (ALVEOLAR PROCESS), UNCOMPLICATED","TBI"
"873.63","OPEN WOUND OF TOOTH (BROKEN), UNCOMPLICATED","TBI"
"873.64","OPEN WOUND OF TONGUE AND FLOOR OF MOUTH, UNCOMPLICATED","TBI"
"873.65","OPEN WOUND OF PALATE, UNCOMPLICATED","TBI"
"873.69","OPEN WOUND OF OTHER AND MULTIPLE SITES, UNCOMPLICATED","TBI"
"873.70","OPEN WOUND OF MOUTH, UNSPECIFIED SITE, COMPLICATED","TBI"
"873.71","OPEN WOUND OF BUCCAL MUCOSA, COMPLICATED","TBI"
"873.72","OPEN WOUND OF GUM (ALVEOLAR PROCESS), COMPLICATED","TBI"
"873.73","OPEN WOUND OF TOOTH (BROKEN), COMPLICATED","TBI"
"873.74","OPEN WOUND OF TONGUE AND FLOOR OF MOUTH, COMPLICATED","TBI"
"873.75","OPEN WOUND OF PALATE, COMPLICATED","TBI"
"873.79","OPEN WOUND OF OTHER AND MULTIPLE SITES, COMPLICATED","TBI"
"873.8","OTHER AND UNSPECIFIED OPEN WOUND OF HEAD WITHOUT MENTION OF COMPLICATION","TBI"
"873.9","OTHER AND UNSPECIFIED OPEN WOUND OF HEAD, COMPLICATED","TBI"
